id,title,description,servings,time_minutes,difficulty,category,tags,image,image_prompt
torskfile-med-ris-och-kall-ortsas,Torskfilé med ris och kall örtsås,"En tydlig vardagstallrik med torskfilé, ris och kall örtsås.",4,30,easy,fisk,"vardag, familj, nyttigare",/seed-recipes/images/torskfile-med-ris-och-kall-ortsas.png,"cod fillet with rice, cold herb sauce, cucumber, tomato and corn, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
torskfile-med-ris-och-vitlokssas,Torskfilé med ris och vitlökssås,"En tydlig vardagstallrik med torskfilé, ris och vitlökssås.",4,30,easy,fisk,"vardag, familj, nyttigare",/seed-recipes/images/torskfile-med-ris-och-vitlokssas.png,"cod fillet with rice, garlic sauce, broccoli and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
torskfile-med-ris-och-tomatsalsa,Torskfilé med ris och tomatsalsa,"En tydlig vardagstallrik med torskfilé, ris och tomatsalsa.",4,30,easy,fisk,"vardag, familj, nyttigare",/seed-recipes/images/torskfile-med-ris-och-tomatsalsa.png,"cod fillet with rice, tomato salsa, peppers, red onion and salad, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
torskfile-med-ris-och-graddsas,Torskfilé med ris och gräddsås,"En tydlig vardagstallrik med torskfilé, ris och gräddsås.",4,30,easy,fisk,"vardag, familj, nyttigare",/seed-recipes/images/torskfile-med-ris-och-graddsas.png,"cod fillet with rice, cream sauce, peas and lemon, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
torskfile-med-ris-och-citronsas,Torskfilé med ris och citronsås,"En tydlig vardagstallrik med torskfilé, ris och citronsås.",4,30,easy,fisk,"vardag, familj, nyttigare",/seed-recipes/images/torskfile-med-ris-och-citronsas.png,"cod fillet with rice, lemon yogurt sauce, cabbage and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
torskfile-med-potatis-och-kall-ortsas,Torskfilé med potatis och kall örtsås,"En tydlig vardagstallrik med torskfilé, potatis och kall örtsås.",4,30,easy,fisk,"vardag, familj, nyttigare",/seed-recipes/images/torskfile-med-potatis-och-kall-ortsas.png,"cod fillet with boiled potatoes, cold herb sauce, cucumber, tomato and corn, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
torskfile-med-potatis-och-vitlokssas,Torskfilé med potatis och vitlökssås,"En tydlig vardagstallrik med torskfilé, potatis och vitlökssås.",4,30,easy,fisk,"vardag, familj, nyttigare",/seed-recipes/images/torskfile-med-potatis-och-vitlokssas.png,"cod fillet with boiled potatoes, garlic sauce, broccoli and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
torskfile-med-potatis-och-tomatsalsa,Torskfilé med potatis och tomatsalsa,"En tydlig vardagstallrik med torskfilé, potatis och tomatsalsa.",4,30,easy,fisk,"vardag, familj, nyttigare",/seed-recipes/images/torskfile-med-potatis-och-tomatsalsa.png,"cod fillet with boiled potatoes, tomato salsa, peppers, red onion and salad, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
torskfile-med-potatis-och-graddsas,Torskfilé med potatis och gräddsås,"En tydlig vardagstallrik med torskfilé, potatis och gräddsås.",4,30,easy,fisk,"vardag, familj, nyttigare",/seed-recipes/images/torskfile-med-potatis-och-graddsas.png,"cod fillet with boiled potatoes, cream sauce, peas and lemon, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
torskfile-med-potatis-och-citronsas,Torskfilé med potatis och citronsås,"En tydlig vardagstallrik med torskfilé, potatis och citronsås.",4,30,easy,fisk,"vardag, familj, nyttigare",/seed-recipes/images/torskfile-med-potatis-och-citronsas.png,"cod fillet with boiled potatoes, lemon yogurt sauce, cabbage and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
torskfile-med-rostad-potatis-och-kall-ortsas,Torskfilé med rostad potatis och kall örtsås,"En tydlig vardagstallrik med torskfilé, rostad potatis och kall örtsås.",4,40,easy,fisk,"vardag, familj, nyttigare",/seed-recipes/images/torskfile-med-rostad-potatis-och-kall-ortsas.png,"cod fillet with roasted potatoes, cold herb sauce, cucumber, tomato and corn, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
torskfile-med-rostad-potatis-och-vitlokssas,Torskfilé med rostad potatis och vitlökssås,"En tydlig vardagstallrik med torskfilé, rostad potatis och vitlökssås.",4,40,easy,fisk,"vardag, familj, nyttigare",/seed-recipes/images/torskfile-med-rostad-potatis-och-vitlokssas.png,"cod fillet with roasted potatoes, garlic sauce, broccoli and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
torskfile-med-rostad-potatis-och-tomatsalsa,Torskfilé med rostad potatis och tomatsalsa,"En tydlig vardagstallrik med torskfilé, rostad potatis och tomatsalsa.",4,40,easy,fisk,"vardag, familj, nyttigare",/seed-recipes/images/torskfile-med-rostad-potatis-och-tomatsalsa.png,"cod fillet with roasted potatoes, tomato salsa, peppers, red onion and salad, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
torskfile-med-rostad-potatis-och-graddsas,Torskfilé med rostad potatis och gräddsås,"En tydlig vardagstallrik med torskfilé, rostad potatis och gräddsås.",4,40,easy,fisk,"vardag, familj, nyttigare",/seed-recipes/images/torskfile-med-rostad-potatis-och-graddsas.png,"cod fillet with roasted potatoes, cream sauce, peas and lemon, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
torskfile-med-rostad-potatis-och-citronsas,Torskfilé med rostad potatis och citronsås,"En tydlig vardagstallrik med torskfilé, rostad potatis och citronsås.",4,40,easy,fisk,"vardag, familj, nyttigare",/seed-recipes/images/torskfile-med-rostad-potatis-och-citronsas.png,"cod fillet with roasted potatoes, lemon yogurt sauce, cabbage and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
torskfile-med-pasta-och-kall-ortsas,Torskfilé med pasta och kall örtsås,"En tydlig vardagstallrik med torskfilé, pasta och kall örtsås.",4,30,easy,fisk,"vardag, familj, nyttigare",/seed-recipes/images/torskfile-med-pasta-och-kall-ortsas.png,"cod fillet with pasta, cold herb sauce, cucumber, tomato and corn, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
torskfile-med-pasta-och-vitlokssas,Torskfilé med pasta och vitlökssås,"En tydlig vardagstallrik med torskfilé, pasta och vitlökssås.",4,30,easy,fisk,"vardag, familj, nyttigare",/seed-recipes/images/torskfile-med-pasta-och-vitlokssas.png,"cod fillet with pasta, garlic sauce, broccoli and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
